title,release_date,lyricist,composer,arranger,lyrics
Dome,2020.6.3 リリース,milet,milet,,"Is this heaven or an endless nightmare?
“Better keep off""
But I' ll go

Is this my fault? Ｎo， you' re my accomplice
The same face, different sｏund

There is no wrong
Please don' t say no
Under this dome
Now I feel you closer
I' ｍ not alone
They cul me so deep
Please don' t say no
Please don' t say no

So what are you afraid of now?
Let me eat them all
All the gangsters and monsters won' t go to heaven
What do you want from me?
I' ll do whatever you like
So, won' t you come?

We' re forever
Now let' s fall apart
With our bleeding hearts
Together, close our eyes
Build to break, come and join us
Now let' s fall apart
Nothing to lose, my dear
Together, close t ur eyes
Build to break, come and join us

Is it over? It' s all you wanted?
Somebody praise me and lt' s enough

I' m not alone
We' re Inextrlcable
So pleasｅ don' t say no
Please don' t say no

So what are you afrald of now?
Let me eat them all
All the gangsters and monsters won' t go to heaven
What do you want from ｍｅ?
I' ll do whatever you like
So, won' t you come?

We' re forever
Now let' ｓ fall apart
With our bleeding hearts
Together, close our eyes
Build to break, come and joln us
Now let's fall apart
Nothing to lose, my dear
Together, close t ur eyes
Build to break, come and join us"
You & I,2019.11.6 リリース,milet,"Yoichiro Nomura, TomoLow, milet",,"I just wanna know about you
選えらぶなら one or two
隠かくした1つの truth
本当ほんとうも嘘うそも溶とけ合あう夢ゆめの中なかにいたい

はぐれてもいいくらい
どこにいてもわかるように
目隠めかくし外はずして同おなじ夜よるの中なかにいよう

ただ ここを選えらんで

This is my last kiss
And last night
And last touch お願ねがい
この手てを取とってくれるなら
もう他ほかには何なにもなくたっていいのに
So we don't need it now

触ふれる瞬間しゅんかんに一度いちどだけ飛とんで
最後さいごの一瞬いっしゅんはあなたと二人ふたりで
息いきを止とめ falling down

Just you & I
息いきを止とめ falling down

あなたならどうしたい？
後付あとづけの reason why？
濁にごした一ひとつの truth
見みえない答こたえと明あけない闇やみに溶とけていたい

吸すい込こんで take me there
吐はき出だした just say “yes”
後戻あともどりしないよう いま夜よるの中なかにいこう

ただ あなたといたいから

This is my last kiss
And last night
And last touch お願ねがい
この手てを取とってくれるなら
もう他ほかには誰だれもいなくなっていいのに
So we don't need it now

嘘うそも本当ほんとうもどうだってよくて
最後さいごの一瞬いっしゅんはあなたと二人ふたりで
息いきを止とめ falling down

Just you & I
息いきを止とめ falling down

You and I, it's now
I knew it, I knew it was you

We sing all night long
We've been waiting so long
We sing all night long

This is my last kiss
And last night
And last touch お願ねがい
この手てを取とってくれるなら
もう他ほかには何なにもなくたっていいのに
So we don't need it now

触ふれる瞬間しゅんかんに一度いちどだけ飛とんで
最後さいごの一瞬いっしゅんはあなたと二人ふたりで
息いきを止とめ falling down

Just you & I
息いきを止とめ falling down"
December,2023.8.30 リリース,milet,"TomoLow, milet",,"I went walking home
Walking with red eyes
Oh December

I've spent all my luck in the time we were
We were together
I remember

You taught me 気付きづけないのは 幼おさないから
慰なぐさめた my my oh my
Mom don't cry
戻もどれないけど 叶かなわないけど
No it's not your fault

I hear you say
So come back home now, sweet love
Don't need to say a word
Maybe it's kind a little little thing ふたりだけの
But it's always in your heart

何なにも知しらないで ふりほどいた手て I am sorry
眠ねむれない同士どうし 胸むねに耳みみを当あて
消きえそうな heart beat 重かさなって

You taught me ありがとうも言いえなかったな
許ゆるさないで my my oh my
どうして 私わたしの目めがうつすあなたは
ずっと笑わらってる

I hear you say
So come back home now, sweet love
Don't need to say a word
もう どこにも行いかないでなんて言いわないから
手離てはなしていいから

Don't forget where you belong
Hold me like a babe again and sing a song
See it's getting dark
But I see your smile
It resembles mine
Now it's my turn
I'll sing this for you

I hear you say
So come back home now, oh sweet love
Don't need to say a word
Maybe it's kinda little little thing ふたりだけの
But it's always in your heart
We know it's in our hearts

Don't forget where you belong
Hold me like a babe again and sing a song
See it's getting dark
But I see your smile
It resembles mine
Now it's my turn I'll sing this for you"
STAY(フジテレビ系「めざましどようび」テーマソング),2020.6.3 リリース,milet,milet,,"lt' s not a big deal, baby
面倒めんどうなことは全部ぜんぶ
捨すてちゃえば it' s all good, maybe
目覚めざめたら見みえないものだけを探さがしに行いこう

明日あしたじゃない今いまだけの瞬間しゅんかんに生いきていたい
あなた次第しだい Why not? lt's your life 確たしかめたい

'Cause I…あなたに知しられたい私わたしならもう
Now…内緒ないしょはほどいて秘密ひみつにしよう
正解せいかいじゃなくたってmy babe
ここにいればいいmy babe

Don' t rush, take a deep breath like this
後付あとづけの理由りゆうで誤魔化ごまかして
振ふり切きって we' re so good, maybe
この街まちを抜ぬけて戻もどれないところまで行いこう

明日あしたじゃない今いまだけの瞬間しゅんかんに生いきていたい
あなたとなら道連みちづれでもそれでいい

'Cause I…あなたが忘わすれたいあの日ひならもう
Now…この夜よるに置おいて終おわりにしよう
正解せいかいじゃなくたってmy babe
ここにいればいいmy babe

You are the one who stay here with me
Don' t you know that you light up my life?
Lift your head up and l' Il just blow your mind

'Cause I…あなたに知しられたい私わたしならもう
Now…内緒ないしょはほどいて秘密ひみつにしよう
正解せいかいじゃなくたってmy babe
ここにいればいいmy babe
ここにいればいいmy babe"
Love When I Cry,2022.5.25 リリース,milet,"milet, TomoLow",,"覆おおいつくすミッドナイト
無音むおんの無ない街まちで
夜よるの波なみに溺おぼれては見みた visions

弾ひく音おとはダンスフロア
踊おどれないのは
泣なき出だしそうな目めを逸そらしてしまったから

今いまさらだとしても
'Cause you make me stay, you make me stay
もう1人ひとりの私わたしが離はなさない右手みぎてを

Love when I cry...
見みえないとこまで
忘わすれたい音おとまで
隠かくしたいとこまで
夜よるの中なか放ほうり込こんで沈しずめた私わたしを

2、3時間じかんのshort trip
その場ば凌しのぎの逃避とうひ
さよならの時効じこうを待まってた Can you forgive me?

あなたのいない街まちは
止とまらない merry go-round
正ただしいだけじゃ選えらべないの 今いまだって

ここにいたいと思おもっても
'Cause you make me stay, you make me stay (Love when I)
2人ふたりきりの世界せかいじゃわからない私わたしを

Love when I cry...
見みえないとこまで
忘わすれたい音おとまで
隠かくしたいとこまで
あなたの声こえで引ひき止とめて見みつめてこのまま

Love when I cry...
見みえないとこまで
忘わすれたい音おとまで
隠かくしたいとこまで
夜よるの中なか放ほうり込こんで沈しずめたわたしを"
We All Lie(ドラマ「スカイキャッスル」イメージソング),2024.7.26 リリース,CHOE JEONG IN,CHOE JEONG IN,TomoLow,"We all lie
Tell you the truth
Sometimes we laugh and easily lie

All right
It's a
It's faker

Shout it out
What you want for the world
Money, honor, beauty, everything you want
Play with a mask
To hide the truth
People cheat each other, right?

Is this really true?
Is this really true?
Is this really true?
Is this really true?
Is this really true?
Is this really true?

We all lie
Tell you the truth
Sometimes we laugh and easily lie

All right
It's a
It's faker

Shout it out
What you want for the world
Money, honor, beauty, everything you want
Play with a mask
To hide the truth
People cheat each other, right?

Run away with me (Is this really true?)
It'll be the way you want it (Is this really true?)
Is this really true?
Is this really true?

Run away with me (Is this really true?)
It'll be the way you want it (Is this really true?)
Is this really true?
Is this really true?

We all lie
Tell you the truth

Shout it out
What you want for the world
Money, honor, beauty, everything you want
Play with a mask (Is this really true?)
To hide the truth (Is this really true?)
People cheat each other, right? (Is this really true?)

Hoo
People cheat each other, right?
Hoo"
Flare(TVアニメ「王様ランキング」エンディングテーマ),2022.3.9 リリース,milet,"蔦谷好位置, milet",蔦谷好位置,"流ながされまいと先回さきまわりしてた今日きょうを 昨日きのうが吸すい込こんだ
ため息いき心こころを後回あとまわしにして今日きょうも 笑わらう君きみは飛とび込こんだ

最後さいごねって決きめてたデッドラインを少すこし延のばした
あと一いっ歩ぽ で景色けしきが変かわるのなら
何なにかが変かわるのなら

一いち番ばんに光ひかれ 笑わらわれても 手てを繋つないでいるから
誰だれかじゃなくて あなたじゃなくちゃ
その涙なみだは救すくえない
まだ見みぬ明日あすへと光ひかれ

あなたに歌うたってる待まってる
いつまでも歌うたってる待まってる

バカバカしいと笑わらい流ながした本音ほんねが延々えんえんと渦巻うずまいて
土砂降どしゃぶり雨あめに紛まぎれさせた涙なみだが 引ひき返かえすのを拒こばんだ

散々さんざんな夜よるの隙間すきま ヘッドライトが少すこし霞かすんだ
幸こうか不幸ふこうか続つづいた道みちがあるから
続つづけた理由りゆうがあるから

一いち番ばんに光ひかれ 果はてしなくても 手てを伸のばしていたんだ
誰だれかじゃなくて あなたじゃなくちゃ
どんな願ねがいも届とどかない
まだ見みぬ明日あすへと光ひかれ

No one can take your place

一いち番ばんに光ひかれ 笑わらわれても手てを 繋つないでいるから
誰だれかじゃなくて あなたじゃなくちゃ
その涙なみだは救すくえない
誰だれより一番いちばんに光ひかれ

あなたに歌うたってる待まってる
この場所ばしょで歌うたってる待まってる"
On the Edge(「WAR OF THE VISIONS ファイナルファンタジー ブレイブエクスヴィアス 幻影戦争」CMソング),2022.2.2 リリース,"Toru, milet","Toru, milet",,"Hey 引ひき返かえすための言いい訳わけは聞きかない
踏ふみ込こんだあなただけの目めに映うつっていた世界せかい
Hey 守まもられるだけの今いまに say good bye
傷きずだらけの記憶きおくが灯ともしだした my life

Nothing to fear
I won't shed no tears
疑うたがいもなく走はしり続つづけて
Jump off the edge
We're not gonna die tonight

We're all gonna make it through
光ひかりを待まっている
導みちびくように 絶たやさず声こえを繋つないでいて
We're all gonna make it through
痛いたみの意味いみを覚おぼえていたいんだ
迷まよわぬように この手てをどうか繋つないでいて

Hey きっと遅おそすぎたことは一ひとつもない
いま確たしかに鳴なった鼓動こどうだけ信しんじていたい

Nothing to fear
I won't shed no tears
諦あきらめたい明日あすを裏切うらぎって
Jump off the edge
We're not gonna die tonight

We're all gonna make it through
光ひかりを待まっている
逆さからうように 絶たやさず声こえを繋つないでいて
We're all gonna make it through
ここに居いた証あかしを残のこしていたいんだ
迷まよわぬように この手てをどうか繋つないでいて

Even the clouds are trying to block your sight
泣ないていた瞳ひとみの奥おく
We're falling, rising and shining bright
I'm with you, standing by you
誰だれも知しらない just one tear
But I've been watching you

Nothing to fear
I won't shed no tears
疑うたがいもなく走はしり続つづけて
Jump off the edge
We're not gonna die tonight

We're all gonna make it through
光ひかりを待まっている
導みちびくように 絶たやさず声こえを繋つないでいて
We're all gonna make it through
明あけない夜よるを数かぞえていたんだ
迷まよわぬように この手てをどうか繋つないでいて
迷まよわぬように この手てをどうか繋つないでいて"
Shed a light(ECCジュニア「届け想い篇」CMソング),2022.2.2 リリース,milet,"milet, TomoLow",,"Don't try to hide it, shed a light
虚むなしくって笑わらうのは
君きみがいない未来みらいを
わかってるから I gotta tell you good bye
変かわらないために行いこう

I will stay here for you
It's just only for you
振ふり返かえれば ずっと
そばに stand by me
いつだって同おなじように
その声こえがしていた
Whenever wherever
I'm by your side
I'm by your darkness

孤独こどくよりも深ふかく 結むすび目めは硬かたく
沈しずむ夜よるを溶とかす

Let me keep on dreaming
I've got a reason to believe
Shed a light for you
Be who you are
Be who you really are

寝静ねしずまった不安ふあんを残のこし
カゴを壊こわした鳥とりは飛とび立たつ
向むかう先さきも言いわずに
蹴けり上あげた ground
I know I'll see you again
思おもい出だすために行いこう

I will stay here for you
It's just only for you
振ふり返かえれば ずっと
そばに stand by me
いつだって同おなじように
その声こえがしていた
Whenever wherever
I'm by your side
I'm by your darkness

孤独こどくよりも深ふかく 結むすび目めは硬かたく
沈しずむ夜よるを溶とかす

Let me keep on dreaming
I've got a reason to believe
Shed a light for you
Be who you are
Be who you really are"
Time Is On Our Side,2021.8.4 リリース,milet,"milet, TomoLow",,"当あてにならない妄想もうそう no more
また眠ねむれないよ もう

派手はでに空回からまわり焦燥しょうそう for sure?
How far am I willing to go
キャッチアップして今夜こんや

The endless drama will go on
Sound track はあなたの吐息といき
スライド タップでレック押おして Hold on
Before it's too late

Dance in the starlight with white lies
Don't stop til the sunlight
I don't care good time or bad time
'Cause my choice is always right
Dance in the starlight with white lies
I'd give you my whole life
'Cause my choice is you
Time is on our side

You're trying to hypnotize me
Don't stop
Gimme more
大胆だいたんに taking off
使つかい回まわしのセットリスト 封印ふういん
あなたの奥おく 覗のぞいていたいよ 今夜こんや

The endless drama will go on
ダンスフロアは二人ふたりだけの small world
スライド タップでレック押おして Hold on
Before it's too late

Dance in the starlight with white lies
Don't stop til the sunlight
I don't care good time or bad time
'Cause my choice is always right
Dance in the starlight with white lies
I'd give you my whole life
'Cause my choice is you
Time is on our side

I don't remember
What made me fall in
What made me fall in love
The time has come 飛とび込こんで
Want you to hold me
Want you to hold me tight
照てらし出だす永遠えいえんは twilight
あと少すこし近ちかづければ I wish I could
果はてしない lonely night it's over
Take me away, so far away

Dance in the starlight with white lies
Don't stop til the sunlight
I don't care good time or bad time
'Cause my choice is always right
Dance in the starlight with white lies
I'd give you my whole life
'Cause my choice is you
Time is on our side"
Ashes,2020.12.2 リリース,"milet, Mick Coogan, Ryosuke'Dr.R'Sakai","milet, Mick Coogan, Ryosuke'Dr.R'Sakai",,"The only place I'm happy is my bed
Until the nightmares kill me and I'm dead
I swear something is broken in my head
Broken in my head

Promise if I meet you in my dream
Promise that you'll run away with me
Underneath the skies that are burning
Skies that are burning

I watched the world turn black
(What did it look like)
Like a thousand mirrors shattered in space
(What did it feel like)
Like a tear running down my face
Like a heart before a heartbreak
Like the earth before a earthquake
Perfectly insane
You and I will always be the same

Life is f**king tragic
But I believe in magic
I'm a fire starter
I'm lighting all the matches
Like a beatiful disaster
Dancing in the ashes
We all fall down
Ashes, ashes
We all fall down

I feel like the snow when it falls down
A million little diamonds that fall down
So silent but the silence is too loud
Silence is too loud

You can trace the ashes to my room
You can trace my body beside you
A piece of me is always inside you
Always inside you

I watched the world turn black
(What did it look like)
Like a thousand mirrors shattered in space
(What did it feel like)
Like a mask that hides my face
Like a heart impossible to break
Like the earth frozen in place
Perfectly insane
You and I will always be the same

Life is f**king tragic
But I believe in magic
I'm a fire starter
I'm lighting all the matches
Like a beatiful disaster
Dancing in the ashes
We all fall down
Ashes, ashes
We all fall down"
Somebody,2020.6.3 リリース,milet,milet,,"街まちはまだ 眠ねむるなか
通とおり抜ぬけ流ながして your song
このままただ遠とおく 引ひき離はなして freeway
'Cause you're not here
And I' m so sick of it

朝あさはまだ追おいつけない
How do I get myself back when I...
I won't admit that I miss you so much
ただ待まつの you come into my life

When the nights are long
I need somebody
I need somebody
Wake me up, take me out
足たりないのは夢ゆめじゃない
lt's now, just come into my life

When the nights are long
I need somebody
I need somebody
If the lights, it's all gone
抜ぬけ出だしたら帰かえらない
I need somebody like you

I'm stuck in ａ rut, skip the parties
なんの音おとも聞きかない今いまは
その声こえで踊おどって踏ふみ外はずしたステップも
I don' t care what other people think 'bout us

振ふり返かえって 滲にじむネオン
遠とおくへ霞かすんでいくホームタウン
Wanna do it like we used to
We have nothing to lose and
It's now, just come into ray life

When the nights are long
I need somebody
I need somebody
Wake me up, take me out
足たりないのは夢ゆめじゃない
lt's now, just come into my life

When the nights are long
I need somebody
I need somebody
If the lights. it' ｓ all gone
抜ぬけ出だしたら帰かえらない
I need somebody like you"
THE SHOW,2019.5.15 リリース,"Keiichi Hara, Lenka Kripac, Jason Reeves","Lenka Kripac, Jason Reeves",,"あんなにふつうに見みえてた世界せかいも
今いまは違ちがって見みえるの どうしてかな
心こころはずっと変かわらないでいて

言葉ことばにしないだけ 心こころは不安ふあんで飛とびまわる
このまま子供こどもでいたいわけじゃない
わからない それでも光ひかりを目指めざして

あんなにふつうに見みえてた世界せかいも
今いまは違ちがって見みえるの どうしてかな
時間じかんの海うみを泳およいでいくの

安心あんしんしてたいわけじゃない
今いまを生いきてる意味いみだってわからないけど
わたしの心こころと生いきていきたいの
いつになっても

特別とくべつじゃなくたって
私わたしが示しめす道みちしるべ
優やさしい気持きもちでただいたいだけ
わかってる 涙なみだが止とまらないときでも

ねえ恋こいも仕事しごとも結婚けっこんも遊あそびもなんで
楽たのしそうじゃないんだろう?夢ゆめを見みていたい
好すきな絵えを描かいて好すきな色いろを塗ぬって

案外あんがい簡単かんたんじゃなくってきっと何度なんども泣ないたって
生いきていたいの本当ほんとうの美うつくしさ 探さがしながら
いつまででも… どこまででも…

今いままで私わたしが見みたこともないくらい
苦にがくて、みにくいものだってきっとあるでしょう?
それでも私わたしが信しんじたいものは

明日あしたなにが起おこるかも
今いまを生いきてる意味いみだってわからないけど
私わたしの心こころと生いきていきたいの
いつまででも

言葉ことばじゃない 力ちからじゃない この心こころで
誰だれかを守まもれる人ひとになるの
歩あるいていく 歩あるいていく 迷路めいろの中なか
いつまででも
歩あるいていく 夢ゆめを追おいかけ 迷路めいろの中なか
どこまででも"
I Gotta Go(ドラマ JOKER×FACE エンディングテーマ),2019.3.6 リリース,milet,milet,,"Finally you said goodbye, Oh I was not surprised
I knew that you were falling into despair by everything that I've done

Will time make us complete again?

I gotta go, I gotta go, I'm leaving now
I gotta go, I gotta go, I'm leaving now
to see the place where we used to love

You'll never know, never know, I'm thinking 'bout..
You'll never know, never know, I'm thinking 'bout..
I'm thinking about the colour of your eyes

最後さいごに伝つたえる 言葉ことばにするから
忘わすれないように短みじかく 優やさしく言いわなきゃ
それじゃあ もう だめかな

I gotta go, I gotta go, I'm leaving now
I gotta go, I gotta go, I'm leaving now
こんなときにすら 思おもうのは
あなたが笑わらって歌うたう夜よる
つまずきながら踊おどる all night
メロディは誰だれも知しらない

Ooh ooh...

I gotta go, I gotta go, I'm leaving now
I gotta go, I gotta go, I'm leaving now
To see the place where we used to love

You'll never know, never know, I'm thinking 'bout..

You'll never know, never know, I'm thinking 'bout..
I'm thinking about the colour of your eyes"
Living My Life(ドラマ「転職の魔王様」主題歌),2023.8.30 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"飲のみ込こんだ いつも
鋭するどい声こえを ぎゅっと
吐はき出だす My God it’s 5am
鏡かがみに問とうよ what I am

流ながし委ゆだねた未来みらい misfortune
朝あさがくれば変かわれるように
また 気付きづけば神頼かみだのみの途中とちゅう
I realise
When I realise

ほら
泣なけない日ひも笑わらえない日ひも
負まけない日ひを重かさねながら
ここにいる 私わたしはここにいる

いつか
嵐あらしの奥おく 虹にじがかかる
泥どろだらけの世界せかいの一番真いちばんまん中なかで笑わらう
Yeah I’m living my life
I’m living my life

飛とび込こんだ きっと
未来みらいはミラーボールだった
誰だれかの明日あしたを照てらして 自分じぶんは迷子まいごのままで

胸むねが詰つまる空からっぽの cartoons
もう刺ささらないよあなたの new tunes
踏ふみ込こむ足あしがわかればもうすぐ
I realise
Now I realise

ほら
泣なけない日ひも笑わらえない日ひも
負まけない日ひを重かさねながら
ここにいる 私わたしはここにいる

誰だれかのためじゃないあなたの今いまを
The world looks so beautiful now

まだ
明あけないでと願ねがった夜よるも
救すくえないような日々ひびも超こえて
ここにいる 私わたしはここにいる

いつか
鏡かがみの中なか 虹にじがかかる
泥どろだらけの世界せかいの一番真いちばんまん中なかで笑わらう
Yeah I’m living my life
I’m living my life

誰だれかのためじゃないあなたの今いまを
The world looks so beautiful now"
Outsider,2022.2.2 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"Shut up, you're asking too much questions And you make my head explode
勿体もったいぶって 着火ちゃっか茶化ちゃかして
I have no shame

It's not that complicated
If I'm nothing for you
Then why do you look at me and call my name?
Get over it
無駄むだな期待きたいしないで
Just get out, get out, get out

Maybe I've lost my mind

Now tell me what it's like
My ambitions are too high
You should've known that 'cause
Nobody nobody nobody take my place

You say ""No"" over and over and and over
But I know you like it, you like it
You don't wanna stop

Time to say goodbye
Sorry you're late

I'm feeling so much stronger
I can be louder
I'm an outsider
You know what I'm talking to ya

I won't stay here
I'm not your baby
What do you see? See?
I'm talking to ya

Won't look back till I'm 1000 miles gone You better go before
the sun goes down
Won't look back till I'm 1000 miles gone You better go before
the sun goes down, down

I should have listened to my friends
Now there's empty bottles everywhere
でも泣なけるわけもないし
So keep the change

It's not that complicated
ATMは単純たんじゅんで
認証にんしょうは I want you だけで十分じゅうぶんで
I realise
I'm happy that you're gone
So I'll get up, get up, today
is the first day of my life

Now tell me what it's like
My ambitions are too high
You should've known that 'cause
Nobody nobody nobody take my place

You say no over and over and and over
But I know you like it, you like it, you don't wanna stop

Time to say goodbye
Sorry you're late

I'm feeling so much stronger
I can be louder
I'm an outsider
You know what I'm talking to ya

I won't stay here
I'm not your baby
What do you see? See?
I'm talking to y'a

Won't look back till I'm 100 miles gone
You better go before the sun goes down
Won't look back till I'm 100 miles gone
You better go before the sun goes down, down"
The Love We've Made,2020.6.3 リリース,milet,milet,,"Now I see me through your eyes
Just like that daｙ
And I know you' ll say “There you go again""

We sat facing each other on the train
Don' t you remember? It was pouring down
I tried to say so mething, but I blanked out

If I hold out my hand, will you take it?
Your eyes bring color to my life

This is the love that we' ve made. that we are
We' re touching the love that ｗｅ' ve shared
I' ve never seen such ａ warm and beautiful night
Everything is feeling right
'Cause this is the love that ｗｅ' ve made
This is the love that ｗｅ' ve made

I can' t find my way out of the maze
Now I' ｍ lost in the fairy tale
I' m so happy that I' ｍ lost in you

Can' t you see what I see?
It' s so hard to say how I feel
Please don' t wake me up from the sweetest dream

If I hold out my hand, will you take it?
You make my life complete
'Cause you' re with me

This is the love that we' ve made, that we are
We' re touching the love that we' ve shared
I' ve never seen such a warm and beautiful night
Everything is feeling right
'Cause this is the love that we' ve made

See me through your eyes
Wont' t you take my hand?"
レッドネオン,2020.2.19 リリース,milet,milet,,"何なにの変哲へんてつもないこと歌うたうけど全部ぜんぶ本当ほんとうなんだ
夏なつが終おわるよ
でも燃もえ尽つきちゃいないさ
燃もえ尽つきちゃいないさ

レッドのネオン くぐって行いくんだ
適当てきとうな歌うた 口くちずさみ行いくんだろ

歌うたっていてよ 君きみの歌うたを
昔むかしみたいに ただ思おもいつくままに
踊おどっていてよ 君きみだけのダンスを
踊おどっていてよ 笑わらっていてよ

コインランドリー
コーラを飲のみ君きみを想おもうよ
高速こうそく乗のって ほら 梅うめ公行きみゆきこうか
今夜こんや 悪わるくないな

レッドのネオン くぐって行いくんだ
明あけない夜よるは 君きみとだけ過すごすんだろう

過すごすんだろう

レッドのネオン くぐってこうぜ
明あけない夜よるは 君きみとだけ過すごすんだぜ

歌うたっていてよ 君きみの歌うたを
昔むかしみたいに ただ思おもいつくままに
踊おどっていてよ 君きみだけのダンスを
I want you to have it all
I know that you'll have it all"
Wonderland(映画「バースデー・ワンダーランド」 イメージソング),2019.5.15 リリース,"milet, Keiichi Hara",milet,,"やがて風かぜは泣なき止やんだ
さぁ目めを覚さまし 歩あるき出だせという
道みちなき道みちは山やまを越こえ
いま霧きりを抜ぬけ 雨あめの向むこう

響ひびけよ声こえを前まえへ
昇のぼれよ天てんを割さいて
荒あれる海うみを掻かき進すすめ
もう一人ひとりじゃないんだ、行いこう

捨すてたものは数知かずしれず
羽はねは折おれ 涙なみだは枯かれ
それでも鳥とりは夢ゆめを見みる
ひとり群むれを抜ぬけ 果はての果はてへ

響ひびけよ声こえを前まえへ
昇のぼれよ天てんを割さいて
荒あれる海うみを掻かき進すすめ
もう一人ひとりじゃないんだ、行いこう

ここにしかないんだろう
君きみの答こたえは

決きまっていたんだろう
生うまれた時ときにきっと

響ひびけよ声こえを前まえへ
この息いき続つづくまで

やがて風かぜは泣なき止やんだ
二人ふたり声こえの向むこう その先さきへ行いこう

道みちなき道みちは山やまを越こえ
いま霧きりを抜ぬけ 雨あめの向むこう"
Noël in July,2023.8.30 リリース,milet,"TomoLow, milet",,"La la la la la Love like summer snow
summer snow

寂さびしげな絵えを描かいた
あの子こはいつでもその絵えに雪ゆきを降ふらす It's still July

紙切かみきれは飾かざられた
あの子この思おもいは夏なつに溶とけた

She just wanted to be alone oh
Sad face girl
I know why
No one can touch your soul
I wanna let you go
どんな君きみがいたの
Tell me what do you dream of
Just let me know

Summer, make it snow
It covers sadly songs
What are you waiting for
夏なつが終おわる前まえに
You're so much beautiful
More than Christmas rose
Paint it the way you want
So let it snow
Let me touch your deep inside before it's gone

La la la la la love like summer snow
Like summer snow

ガレージは空からになった
その絵えのすべてに貼はられた赤あかいシール
It doesn't feel so right

うつむいて 筆ふでを置おいた
今いまにも消きえそうな彼女かのじょに雪ゆきが積つもる
Let me hold you tight

Sad face girl
I know why
Wish I could touch your soul
Feel your sorrow
どんな君きみも見みせて
Tell me what do you dream of
Just let me know

Summer, make it snow
It covers sadly songs
What are you waiting for
夏なつが終おわる前まえに
You're so much beautiful
More than Christmas rose
Paint it the way you want
So let it snow
Let me touch your deep inside before it's gone

La la la la la love like summer snow
Like summer snow

Summer, make it snow
It covers sadly songs
What are you waiting for
We can be alone
You're so much beautiful
More than Christmas rose
So let it snow
Let it snow

Summer, make it snow
It covers sadly songs
What are you waiting for
夏なつが終おわる前まえに
You're so much beautiful
More than Christmas rose
Paint it the way you want
So let it snow
Let me touch your deep inside before it's gone

La la la la la love like summer snow
Like summer snow

Hey keep on drawing snow
When next winter comes
Let me be your Father Christmas
We can pretend it never ends
Like your dream will never end"
Come Here (Session1),2022.2.2 リリース,"milet, Ryosuke“Dr.R”Sakai","milet, Ryosuke“Dr.R”Sakai",,"You could never handle me
How could I let you go
We've lost control

Feeling this connection
We ain't ever getting over
Yeah it's so clear
You can't deny, can you?

I don't wanna see your face
I don't wanna hear your name
Don't tell me now
But I'm picking up the pieces of us
'Cause I'm afraid that someday you will find someone better than me

You should have come here

Just like an old film
It looks good in black and white
Trying to hide the lies
We were too young and innocent
But it was not the reason I left
Yeah it's so clear
You can't deny, can you?

I don't wanna see your face
I don't wanna hear your name
Don't tell me now
But I'm picking up the pieces of us
'Cause I'm afraid that someday you will find someone better than me

What are you looking at?
Yes I'm right here
I'm repeating the same words you say like a broken song
Who's laying next to you
Here now
Be here now

I don't wanna see your face
I don't wanna hear your name
Don't tell me now
But I'm picking up the pieces of us
'Cause I'm afraid that someday you will find someone better than me

You should have come here
You're the one I need
You should have come here"
checkmate(「映画 賭ケグルイ　絶体絶命ロシアンルーレット」 主題歌),2021.4.29 リリース,"milet, Ryosuke'Dr.R'Sakai","milet, Ryosuke'Dr.R'Sakai",,"It's 4 am
You must be obsessed with me
寝ねても醒さめても You're stuck with me
Nothing is fair 机上きじょうの空論くうろんじゃ
Look at me, look at you, voila!
足たりないままじゃアガれない

まだ期待きたいしたいんじゃない
I don't mind if you mess up my life
騙だまし合あいの隙すきに見みせる like every night

You're hurting me so much
You still want me so bad
But I know everything
I'm your everything

Let's make a bet
He his her hers
Don't think I'm yours
崩壊ほうかい寸前すんぜん もう眠ねむれない 終おわらせない

再演さいえん希望きぼう
Guess what I want
I'll give you a chance
飽あきず観みたいの
But better to walk alone

Eh one sec
You don't know anything‘bout me
酩酊めいてい状態じょうたい誤魔化ごまかせ sink or swim
Miss Poker Face チートも愛あいしたい
Look at me, look at you,
CHECKMATE!
枯かれたい? 咲さきたい? 飛とびたい

でも信しんじたいんじゃない
まだ這はい上あがりたいんじゃない
騙だまし合あいも好すきにさせる like every night

You're hurting me so much
You still want me so bad
But I know everything
I'm your everything

Let's make a bet
He his her hers
Don't think I'm yours
崩壊ほうかい寸前すんぜん もう眠ねむれない 終おわらせない

再演さいえん希望きぼう
Guess what I want
I'll give you a chance
飽あきず観みたいの
But better to walk alone

Don't predict what will happen next
It's just a waste of time
Focus on me, darlin'
You always appear and disappear
So what do you want from me?
Say it, darlin'

とんでみたい馬鹿ばかみたいに
毒どくになってまわってたい hey darlin'
You always appear and disappear
So what do you want from me?
Say it, darlin'

Let's make a bet
He his her hers
Don't think I'm yours
崩壊ほうかい寸前すんぜん もう眠ねむれない もう止とまれないよ

再演さいえん希望きぼう
Guess what I want
I'll give you a chance

飽あきず観みたいの
But better to walk alone
Don't predict what will happen next
It's just a waste of time
Focus on me, darlin'
You always appear and disappear
So what do you want from me?
Say it, darlin'"
